datetime,air_temperature,operation_mode,number_of_rods,sonic_pressure,rotation_pressure,pullup_pressure,pulldown_pressure,inclination_x,inclination_y,flushing_pressure,flushing_debit,depth,depth_raw,sonic_speed,rotation_speed,G_force_z,G_force_x,G_force_y,sonic_frequency,torque,penetration_speed,qc,fs,fs_sqrt
50:27.8,21.7,1,2,156.375,54.825,34.375,5.475,0.4,-0.2,0.0,0.337,4.96,1.91,8495.64,43.99,0.458374,0.490987,0.648996,141.594,860.7525,3.015075376884358,9.1,50.32,7.093659140387279
50:27.9,21.7,1,2,156.15,54.7,34.6,5.475,0.4,-0.2,0.0,0.337,4.97,1.92,8495.64,43.99,0.458374,0.490987,0.648996,141.594,858.79,4.511278195488625,9.06,50.16,7.0823724838503095
50:28.1,21.7,1,2,155.65,54.575,34.95,5.425,0.4,-0.2,0.0,0.319,4.98,1.93,8495.64,43.99,0.458374,0.490987,0.648996,141.594,856.8275,4.255319148936458,8.95,52.26,7.229107828771127
50:28.3,21.7,1,2,155.275,54.65,34.575,5.475,0.4,-0.2,0.0,0.319,4.99,1.94,8590.14,43.99,0.458374,0.490987,0.648996,143.16899999999998,858.005,2.419354838709626,8.88,51.5,7.176350047203662
50:28.4,21.7,1,2,155.9,54.975,34.525,5.475,0.5,-0.2,0.0,0.319,5.0,1.95,8590.14,43.99,0.458374,0.490987,0.648996,143.16899999999998,863.1075,4.918032786885141,8.79,49.68,7.048404074682439
50:28.6,21.7,1,2,156.4,55.05,35.125,5.45,0.5,0.6,0.0,0.319,5.01,1.96,8590.14,43.99,0.458374,0.490987,0.648996,143.16899999999998,864.285,3.680981595091946,8.68,47.52,6.8934751758456345
50:28.8,21.7,1,2,156.45,55.075,34.825,5.45,0.5,0.6,0.0,0.319,5.02,1.97,8567.36,43.87,0.458374,0.490987,0.648996,142.78933333333333,864.6775,3.243243243243174,8.61,45.0,6.708203932499369
50:29.0,21.7,1,2,156.7,55.375,34.575,5.475,0.5,0.6,0.0,0.319,5.03,1.98,8567.36,43.87,0.458374,0.490987,0.648996,142.78933333333333,869.3874999999999,3.0612244897961247,8.59,42.3,6.5038450166036395
50:29.1,21.7,1,2,156.45,56.075,34.7,5.425,0.5,0.6,0.0,0.319,5.04,1.99,8567.36,43.87,0.458374,0.490987,0.648996,142.78933333333333,880.3775,4.999999999999893,8.68,39.8,6.308724118235001
50:29.3,21.7,1,2,157.15,55.95,34.15,5.45,0.5,0.6,0.0,0.319,5.05,2.0,8563.07,43.95,0.458374,0.490987,0.648996,142.71783333333332,878.415,2.531645569620199,8.83,38.04,6.16765757804371
50:29.5,21.7,1,2,157.425,55.175,34.975,5.425,0.5,0.4,0.0,0.319,5.06,2.01,8563.07,43.95,0.458374,0.490987,0.648996,142.71783333333332,866.2475,3.821656050955332,9.01,38.12,6.174139616173252
50:29.6,21.7,1,2,157.175,55.075,35.075,5.475,0.5,0.4,0.0,0.319,5.07,2.02,8563.07,43.95,0.458374,0.490987,0.648996,142.71783333333332,864.6775,5.128205128205474,9.28,37.74,6.143289021363068
50:29.8,21.7,1,2,156.9,54.975,34.975,5.475,0.5,0.4,0.0,0.319,5.08,2.03,8542.38,43.97,0.458374,0.490987,0.648996,142.373,863.1075,3.821656050955332,9.43,37.36,6.11228271597445
50:30.0,21.7,1,2,156.75,55.35,34.45,5.45,0.4,0.4,0.0,0.319,5.09,2.04,8542.38,43.97,0.458374,0.490987,0.648996,142.373,868.995,2.5423728813558784,9.49,36.52,6.043177971895251
50:30.1,21.7,1,2,156.8,55.575,34.35,5.425,0.4,0.4,0.0,0.319,5.1,2.05,8542.38,43.97,0.458374,0.490987,0.648996,142.373,872.5275,4.545454545454448,9.58,41.84,6.468384651518492
50:30.3,21.7,1,2,157.55,55.825,33.525,5.5,0.4,-0.1,0.0,0.319,5.11,2.06,8480.59,43.97,0.458374,0.490987,0.648996,141.34316666666666,876.4525,3.7267080745344128,9.64,40.04,6.32771680782255
50:30.5,21.7,1,2,157.125,56.275,33.7,5.475,0.4,-0.1,0.0,0.337,5.12,2.07,8480.59,43.97,0.458374,0.490987,0.648996,141.34316666666666,883.5174999999999,3.045685279187752,9.66,39.38,6.275348595894893
50:30.6,21.7,1,2,156.725,56.8,33.55,5.525,0.4,-0.1,0.0,0.337,5.13,2.08,8480.59,43.97,0.458374,0.490987,0.648996,141.34316666666666,891.7599999999999,3.7974683544302974,9.64,41.16,6.415605972938176
50:30.9,21.7,1,2,157.05,56.4,32.725,5.5,0.4,-0.1,0.0,0.337,5.14,2.09,8635.81,43.99,0.458374,0.490987,0.648996,143.93016666666665,885.4799999999999,2.790697674418545,9.58,41.62,6.4513564465157245
50:31.0,21.7,1,2,156.85,56.125,32.725,5.475,0.4,0.6,0.0,0.337,5.15,2.1,8635.81,43.99,0.458374,0.490987,0.648996,143.93016666666665,881.1624999999999,3.3898305084748053,9.52,43.1,6.565059024867941
50:31.2,21.7,1,2,156.95,56.3,32.5,5.475,0.4,0.6,0.0,0.337,5.16,2.11,8551.21,44.01,0.458374,0.490987,0.648996,142.52016666666665,883.91,3.592814371257408,9.51,42.66,6.5314623171231725
50:31.4,21.7,1,2,157.425,56.65,32.75,5.45,0.4,0.6,0.0,0.319,5.17,2.12,8551.21,44.01,0.458374,0.490987,0.648996,142.52016666666665,889.405,3.370786516853861,9.47,42.52,6.520736154760443
50:31.6,21.7,1,2,157.925,56.875,32.825,5.475,0.6,0.6,0.0,0.319,5.18,2.13,8551.21,44.01,0.454273,0.477906,0.943897,142.52016666666665,892.9375,2.631578947368365,9.45,43.22,6.57419196555744
50:31.7,21.7,1,2,157.775,56.925,32.95,5.45,0.6,0.6,0.0,0.319,5.19,2.14,8474.66,44.16,0.454273,0.477906,0.943897,141.24433333333334,893.7225,4.918032786885578,9.41,42.94,6.5528619701623505
50:31.9,21.7,1,2,157.825,57.25,32.975,5.45,0.6,0.6,0.0,0.319,5.2,2.15,8474.66,44.16,0.454273,0.477906,0.943897,141.24433333333334,898.8249999999999,3.3333333333332624,9.38,44.1,6.640783086353597
50:32.1,21.7,1,2,157.875,57.55,32.45,5.45,0.6,0.6,0.0,0.337,5.21,2.16,8474.66,44.16,0.454273,0.477906,0.943897,141.24433333333334,903.535,3.030303030302965,9.32,44.22,6.64981202741852
50:32.3,21.7,1,2,157.275,57.175,32.625,5.425,0.6,0.6,0.0,0.337,5.22,2.17,8536.71,44.07,0.454273,0.477906,0.943897,142.27849999999998,897.6474999999999,3.7974683544302974,9.3,45.38,6.736467917239716
50:32.4,21.7,1,2,157.425,56.9,32.75,5.425,0.4,0.6,0.0,0.337,5.23,2.18,8536.71,44.07,0.454273,0.477906,0.943897,142.27849999999998,893.3299999999999,3.797468354430636,9.28,45.46,6.7424031324150295
50:32.6,21.7,1,2,157.8,56.75,32.0,5.475,0.4,0.7,0.0,0.337,5.24,2.19,8536.71,44.07,0.454273,0.477906,0.943897,142.27849999999998,890.9749999999999,3.7974683544302974,9.26,43.3,6.58027355054484
50:32.8,21.7,1,2,157.275,56.8,32.0,5.475,0.4,0.7,0.0,0.337,5.25,2.2,8541.94,44.03,0.454273,0.477906,0.943897,142.36566666666667,891.7599999999999,2.553191489361648,9.24,42.82,6.543699259593154
50:33.0,21.7,1,2,158.15,57.075,32.05,5.425,0.4,0.7,0.0,0.319,5.26,2.21,8541.94,44.03,0.454273,0.477906,0.943897,142.36566666666667,896.0775,3.75,9.21,44.02,6.634756966159348
50:33.2,21.7,1,2,158.55,57.5,31.575,5.425,0.1,0.7,0.0,0.319,5.27,2.22,8541.94,44.03,0.454273,0.477906,0.943897,142.36566666666667,902.75,2.7522935779815927,9.16,43.92,6.627216610312357
50:33.4,21.7,1,2,158.325,58.1,31.45,5.425,0.1,0.6,0.0,0.319,5.28,2.23,8561.81,36.69,0.454273,0.477906,0.943897,142.69683333333333,912.17,3.10880829,9.09,45.2,6.723094525588644
50:33.5,21.7,1,2,159.6,58.225,31.725,5.425,0.1,0.6,0.0,0.319,5.29,2.24,8561.81,36.69,0.454273,0.477906,0.943897,142.69683333333333,914.1325,3.7974683544302974,9.05,44.78,6.691786009728643
50:33.7,21.7,1,2,160.075,58.15,32.325,5.425,0.1,0.6,0.0,0.319,5.3,2.25,8523.62,44.05,0.454273,0.477906,0.943897,142.06033333333335,912.955,3.7974683544302974,9.03,45.66,6.757218362610461
50:33.9,21.7,1,2,158.65,57.4,32.7,5.4,0.1,0.6,0.0,0.319,5.31,2.26,8523.62,44.05,0.454273,0.477906,0.943897,142.06033333333335,901.18,3.015075376884358,9.03,46.08,6.788225099390856
50:34.1,21.7,1,2,158.025,57.35,32.6,5.425,0.5,0.6,0.0,0.319,5.32,2.27,8523.62,44.05,0.454273,0.477906,0.943897,142.06033333333335,900.395,3.821656050955672,9.1,47.46,6.889121859859935
50:34.2,21.7,1,2,158.3,57.075,31.925,5.425,0.5,0.6,0.0,0.319,5.33,2.28,8542.86,36.68,0.454273,0.477906,0.943897,142.381,896.0775,3.428571428571356,9.09,46.38,6.810286337592569
50:34.5,21.7,1,2,159.15,57.45,31.5,5.425,0.5,0.6,0.0,0.337,5.34,2.29,8542.86,36.68,0.454273,0.477906,0.943897,142.381,901.965,2.5641025641025093,9.13,46.22,6.798529252713413
50:34.6,21.7,1,2,159.35,57.85,32.05,5.4,0.5,0.6,0.0,0.337,5.35,2.3,8542.86,36.68,0.454273,0.477906,0.943897,142.381,908.245,3.428571428571356,9.14,46.08,6.788225099390856
50:34.8,21.7,1,2,159.075,58.075,31.925,5.425,0.0,0.6,0.0,0.337,5.36,2.31,8588.24,36.65,0.454273,0.477906,0.943897,143.13733333333332,911.7775,3.7267080745344128,9.11,43.32,6.581793068761733
50:35.0,21.7,1,2,159.15,58.625,31.225,5.425,0.0,0.5,0.0,0.337,5.37,2.32,8588.24,36.65,0.454273,0.477906,0.943897,143.13733333333332,920.4125,2.999999999999936,9.12,42.82,6.543699259593154
50:35.2,21.7,1,2,159.675,58.525,31.6,5.425,0.0,0.5,0.0,0.337,5.38,2.33,8588.24,36.65,0.454273,0.477906,0.943897,143.13733333333332,918.8425,3.846153846153764,9.16,40.62,6.373382147651276
50:35.3,21.7,1,2,159.65,58.275,31.375,5.425,0.0,0.5,0.0,0.337,5.39,2.34,8564.71,36.63,0.454273,0.477906,0.943897,142.74516666666665,914.9175,3.821656050955332,9.19,41.72,6.459102104782057
50:35.6,21.7,1,2,159.2,57.825,31.325,5.425,0.7,0.5,0.0,0.337,5.4,2.35,8564.71,36.63,0.454273,0.477906,0.943897,142.74516666666665,907.8525,2.5531914893618746,9.3,40.38,6.354525946126902
50:35.7,21.7,1,2,159.3,57.9,31.8,5.4,0.7,0.5,0.0,0.337,5.41,2.36,8546.58,36.68,0.454273,0.477906,0.943897,142.443,909.03,3.75,9.21,45.28,6.729041536504289
50:35.9,21.7,1,2,159.575,58.15,32.1,5.425,0.7,0.7,0.0,0.337,5.42,2.37,8546.58,36.68,0.454273,0.477906,0.943897,142.443,912.955,3.7974683544302974,9.38,35.64,5.96992462263972
50:36.1,21.7,1,2,160.125,58.9,32.025,5.425,0.7,0.7,0.0,0.337,5.43,2.38,8546.58,36.68,0.454273,0.477906,0.943897,142.443,924.73,2.8985507246376194,9.77,38.2,6.180614856144977
50:36.3,21.7,1,2,160.8,59.825,32.175,5.45,0.7,0.7,0.0,0.337,5.44,2.39,8541.71,43.04,0.454273,0.477906,0.943897,142.36183333333332,939.2525,2.597402597402773,10.02,39.66,6.297618597533515
50:36.5,21.7,1,2,160.875,59.8,32.7,5.425,-0.2,0.7,0.0,0.337,5.45,2.4,8541.71,43.04,0.454273,0.477906,0.943897,142.36183333333332,938.86,3.614457831325224,10.36,38.0,6.164414002968976
50:36.6,21.7,1,2,160.8,59.7,32.775,5.4,-0.2,0.6,0.0,0.337,5.46,2.41,8541.71,43.04,0.450388,0.468064,0.79643,142.36183333333332,937.29,6.741573033707722,10.53,40.36,6.352952069707436
50:36.8,21.7,1,2,160.4,59.275,32.7,5.45,-0.2,0.6,0.0,0.337,5.47,2.42,8537.11,36.98,0.450388,0.468064,0.79643,142.28516666666667,930.6175,2.531645569620199,10.7,40.3,6.348228099241551
50:37.0,21.7,1,2,160.3,59.1,33.0,5.45,-0.2,0.6,0.0,0.319,5.48,2.43,8537.11,36.98,0.450388,0.468064,0.79643,142.28516666666667,927.87,3.821656050955672,10.83,41.1,6.410928169929843
50:37.1,21.7,1,2,160.875,59.325,32.55,5.4,-0.2,0.6,0.0,0.319,5.49,2.44,8537.11,36.98,0.450388,0.468064,0.79643,142.28516666666667,931.4025,3.7974683544302974,11.05,43.0,6.557438524302
50:37.3,21.7,1,2,161.3,59.75,32.45,5.425,0.6,0.6,0.0,0.319,5.5,2.45,8530.11,44.32,0.450388,0.468064,0.79643,142.16850000000002,938.075,2.9268292682926207,11.19,44.2,6.648308055437865
50:37.5,21.7,1,2,160.975,60.625,32.35,5.4,0.6,0.6,0.0,0.319,5.51,2.46,8530.11,44.32,0.450388,0.468064,0.79643,142.16850000000002,951.8125,3.061224489795853,11.32,45.68,6.75869809948632
50:37.7,21.7,1,2,161.225,60.95,32.05,5.425,0.6,0.6,0.0,0.319,5.52,2.47,8518.03,44.32,0.450388,0.468064,0.79643,141.96716666666669,956.915,3.389830508474504,11.42,47.44,6.887670143089026
50:37.9,21.7,1,2,163.025,61.425,32.125,5.425,0.6,0.6,0.0,0.319,5.53,2.48,8518.03,44.36,0.450388,0.468064,0.79643,141.96716666666669,964.3725,2.843601895734789,11.51,49.58,7.041306696913578
50:38.1,21.7,1,2,162.775,61.65,32.15,5.45,0.4,0.6,0.0,0.319,5.54,2.49,8518.03,44.36,0.450388,0.468064,0.79643,141.96716666666669,967.905,3.821656050955332,11.61,51.72,7.191661838546081
50:38.2,21.7,1,2,161.975,61.95,31.65,5.425,0.4,0.6,0.0,0.319,5.55,2.5,8505.16,44.31,0.450388,0.468064,0.79643,141.75266666666667,972.615,3.680981595091946,11.67,53.32,7.302054505411474
50:38.5,21.7,1,2,161.9,62.675,31.825,5.4,0.4,0.6,0.0,0.337,5.56,2.51,8505.16,44.31,0.450388,0.468064,0.79643,141.75266666666667,983.9975,2.142857142857097,11.7,54.68,7.39459261893446
50:38.7,21.7,1,2,162.675,62.8,31.775,5.4,0.4,0.6,0.0,0.337,5.57,2.52,8505.16,44.31,0.450388,0.468064,0.79643,141.75266666666667,985.96,3.8461538461541056,11.71,56.94,7.545859791965393
50:38.8,21.7,1,2,163.15,62.7,31.925,5.4,0.1,0.6,0.0,0.337,5.58,2.53,8502.18,44.34,0.450388,0.468064,0.79643,141.703,984.39,3.7974683544302974,11.71,57.7,7.5960516059331775
50:39.0,21.7,1,2,162.8,62.75,31.95,5.45,0.1,0.5,0.0,0.337,5.59,2.54,8502.18,44.34,0.450388,0.468064,0.79643,141.703,985.175,3.773584905660297,11.69,59.84,7.735631842325486
50:39.2,21.7,1,2,163.025,63.225,32.025,5.4,0.1,0.5,0.0,0.337,5.6,2.55,8544.98,45.34,0.450388,0.468064,0.79643,142.4163333333333,992.6325,2.702702702702645,11.66,61.58,7.84729252672538
50:39.4,21.7,1,2,162.875,62.8,31.675,5.45,0.1,0.5,0.0,0.319,5.61,2.56,8544.98,45.34,0.450388,0.468064,0.79643,142.4163333333333,985.96,3.3898305084748053,11.64,61.72,7.856207736560942
50:39.5,21.7,1,2,162.9,62.1,32.05,5.425,0.4,0.5,0.0,0.319,5.62,2.57,8544.98,45.34,0.450388,0.468064,0.79643,142.4163333333333,974.97,3.773584905660297,11.56,61.7,7.854934754662192
50:39.7,21.7,1,2,162.875,62.025,32.3,5.425,0.4,0.5,0.0,0.319,5.63,2.58,8490.82,43.99,0.450388,0.468064,0.79643,141.5136666666667,973.7925,2.999999999999936,11.41,64.12,8.00749648766704
50:39.9,21.7,1,2,162.325,62.05,32.425,5.4,0.4,0.5,0.0,0.319,5.64,2.59,8490.82,43.99,0.450388,0.468064,0.79643,141.5136666666667,974.185,3.821656050955332,11.26,64.46,8.028698524667618
50:40.1,21.7,1,2,162.775,62.1,32.625,5.4,0.4,0.5,0.0,0.319,5.65,2.6,8490.82,43.99,0.450388,0.468064,0.79643,141.5136666666667,974.97,3.0456852791880227,11.12,63.28,7.9548727205405365
50:40.3,21.7,1,2,163.475,62.35,32.675,5.425,0.4,0.5,0.0,0.319,5.66,2.61,8522.84,43.88,0.450388,0.468064,0.79643,142.04733333333334,978.895,3.015075376884358,10.94,64.66,8.04114419718985
50:40.5,21.7,1,2,163.775,62.45,32.6,5.4,0.6,0.5,0.0,0.319,5.67,2.62,8522.84,43.88,0.450388,0.468064,0.79643,142.04733333333334,980.465,3.592814371257408,10.69,65.44,8.089499366462674
50:40.6,21.7,1,2,163.8,62.55,32.2,5.45,0.6,0.5,0.0,0.319,5.68,2.63,8522.84,43.88,0.450388,0.468064,0.79643,142.04733333333334,982.035,3.773584905660297,10.54,64.86,8.053570636680353
50:40.9,21.7,1,2,164.025,62.35,32.45,5.4,0.6,0.5,0.0,0.337,5.69,2.64,8404.79,43.82,0.450388,0.468064,0.79643,140.07983333333334,978.895,2.325581395348994,10.4,64.34,8.02122185206219
50:41.0,21.7,1,2,164.075,62.075,32.2,5.425,0.6,0.5,0.0,0.337,5.7,2.65,8404.79,43.82,0.450388,0.468064,0.79643,140.07983333333334,974.5775,4.838709677419252,10.25,66.08,8.12896057316063
50:41.2,21.7,1,2,163.05,61.4,32.475,5.425,0.6,0.5,0.0,0.337,5.71,2.66,8404.79,43.82,0.450388,0.468064,0.79643,140.07983333333334,963.98,3.2786885245900943,10.09,65.0,8.06225774829855
50:41.4,21.7,1,2,163.275,60.975,32.425,5.425,0.6,0.7,0.0,0.337,5.72,2.67,8503.84,43.83,0.450388,0.468064,0.79643,141.73066666666668,957.3075,2.4590163934425706,9.95,62.14,7.882892870006543
50:41.5,21.7,1,2,164.35,60.925,32.125,5.4,0.6,0.7,0.0,0.337,5.73,2.68,8503.84,43.83,0.450388,0.468064,0.79643,141.73066666666668,956.5225,5.042016807,9.78,62.08,7.879086241436884
50:41.7,21.7,1,2,164.15,60.9,32.375,5.4,0.6,0.7,0.0,0.337,5.74,2.69,8420.16,44.01,0.451474,0.469337,0.795967,140.33599999999998,956.13,3.389830508474504,9.63,60.72,7.792303895511263
50:41.9,21.7,1,2,163.375,61.025,32.2,5.425,0.6,0.7,0.0,0.337,5.75,2.7,8420.16,44.01,0.451474,0.469337,0.795967,140.33599999999998,958.0925,3.5714285714284952,9.53,59.14,7.690253571892152
50:42.1,21.7,1,2,164.175,61.35,32.225,5.4,0.4,0.7,0.0,0.337,5.76,2.71,8420.16,44.01,0.451474,0.469337,0.795967,140.33599999999998,963.195,2.7649769585252866,9.44,59.36,7.704544113703289
50:42.2,21.7,1,2,164.125,61.35,32.85,5.425,0.4,0.6,0.0,0.337,5.77,2.72,8489.55,43.99,0.451474,0.469337,0.795967,141.49249999999998,963.195,4.444444444,9.35,57.68,7.59473501841901
50:42.4,21.7,1,2,164.025,61.025,32.75,5.45,0.4,0.6,0.0,0.337,5.78,2.73,8489.55,43.99,0.451474,0.469337,0.795967,141.49249999999998,958.0925,3.797468354430636,9.33,55.3,7.436396977031283
50:42.6,21.7,1,2,163.3,60.425,32.1,5.45,0.4,0.6,0.0,0.337,5.79,2.74,8489.55,43.99,0.451474,0.469337,0.795967,141.49249999999998,948.6725,2.4999999999999467,9.28,53.74,7.330757123244502
50:42.8,21.7,1,2,162.625,60.125,32.225,5.475,0.6,0.6,0.0,0.337,5.8,2.75,8535.97,44.06,0.451474,0.469337,0.795967,142.26616666666666,943.9625,3.75,9.25,53.82,7.33621155638249
50:43.0,21.7,1,2,163.425,60.35,31.85,5.425,0.6,0.6,0.0,0.337,5.81,2.76,8535.97,44.06,0.451474,0.469337,0.795967,142.26616666666666,947.495,3.7974683544302974,9.25,51.86,7.201388754955532
50:43.2,21.7,1,2,164.575,61.125,31.95,5.4,0.6,0.6,0.0,0.337,5.82,2.77,8526.68,44.06,0.451474,0.469337,0.795967,142.1113333333333,959.6625,2.510460251046194,9.25,51.12,7.149825172687791
50:43.4,21.7,1,2,164.55,61.4,31.925,5.425,0.6,0.6,0.0,0.319,5.83,2.78,8526.68,44.15,0.451474,0.469337,0.795967,142.1113333333333,963.98,3.5502958579880897,9.27,50.48,7.104927867332644
50:43.5,21.7,1,2,164.2,61.5,32.2,5.425,0.4,0.6,0.0,0.319,5.84,2.79,8526.68,44.15,0.451474,0.469337,0.795967,142.1113333333333,965.55,3.3333333333332624,9.29,49.9,7.063993204979744
50:43.7,21.7,1,2,163.925,61.575,32.15,5.45,0.4,0.6,0.0,0.319,5.85,2.8,8667.66,44.09,0.451474,0.469337,0.795967,144.46099999999998,966.7275,3.3333333333332624,9.31,48.42,6.958448102845922
50:43.9,21.7,1,2,164.025,61.525,31.55,5.45,0.4,0.3,0.0,0.319,5.86,2.81,8667.66,44.09,0.451474,0.469337,0.795967,144.46099999999998,965.9425,3.7267080745344128,9.32,48.0,6.928203230275509
50:44.1,21.7,1,2,164.4,61.4,31.375,5.425,0.4,0.3,0.0,0.337,5.87,2.82,8667.66,44.09,0.451474,0.469337,0.795967,144.46099999999998,963.98,3.030303030302965,9.32,47.18,6.868769904429759
50:44.3,21.7,1,2,164.65,61.425,31.3,5.4,0.4,0.3,0.0,0.337,5.88,2.83,8544.52,36.79,0.451474,0.469337,0.795967,142.40866666666668,964.3725,3.061224489795853,9.34,46.28,6.802940540677979
50:44.5,21.7,1,2,165.075,61.6,30.875,5.45,0.4,0.3,0.0,0.337,5.89,2.84,8544.52,36.79,0.451474,0.469337,0.795967,142.40866666666668,967.12,3.5502958579880897,9.07,40.4,6.356099432828281
50:44.6,21.7,1,2,165.275,62.1,30.425,5.425,0.4,0.5,0.0,0.337,5.9,2.85,8544.52,36.79,0.451474,0.469337,0.795967,142.40866666666668,974.97,3.0612244897961247,9.24,40.2,6.340346993658944
50:44.8,21.7,1,2,165.55,62.675,30.3,5.475,0.4,0.5,0.0,0.337,5.91,2.86,8592.1,36.6,0.451474,0.469337,0.795967,143.20166666666668,983.9975,3.592814371257408,9.33,40.8,6.387487769068525
50:45.0,21.7,1,2,166.175,63.0,29.875,5.45,0.4,0.5,0.0,0.319,5.92,2.87,8592.1,36.6,0.451474,0.469337,0.795967,143.20166666666668,989.1,2.884615384615324,9.44,40.66,6.376519426771944
50:45.2,21.7,1,2,166.125,62.975,29.75,5.425,0.6,0.5,0.0,0.319,5.93,2.88,8532.9,36.57,0.451474,0.469337,0.795967,142.215,988.7075,3.225806451612834,9.54,41.44,6.437390775772433
50:45.4,21.7,1,2,165.675,62.675,29.975,5.425,0.6,0.3,0.0,0.319,5.94,2.89,8532.9,36.57,0.451474,0.469337,0.795967,142.215,983.9975,3.0456852791880227,9.64,40.9,6.395310782127793
50:45.6,21.7,1,2,165.925,62.6,29.75,5.425,0.6,0.3,0.0,0.337,5.95,2.9,8532.9,36.57,0.451474,0.469337,0.795967,142.215,982.82,3.045685279187752,9.73,41.08,6.4093681435848255
50:45.8,21.7,1,2,166.75,62.775,29.425,5.425,0.6,0.3,0.0,0.337,5.96,2.91,8472.53,36.59,0.451474,0.469337,0.795967,141.20883333333333,985.5675,3.061224489795853,9.82,41.62,6.4513564465157245
50:46.0,21.7,1,2,166.925,63.025,29.325,5.425,0.5,0.3,0.0,0.337,5.97,2.92,8472.53,36.59,0.451474,0.469337,0.795967,141.20883333333333,989.4925,3.045685279187752,9.89,42.48,6.517668294720129
50:46.2,21.7,1,2,166.55,63.675,28.75,5.4,0.5,0.6,0.0,0.337,5.98,2.93,8494.58,36.59,0.451474,0.469337,0.795967,141.57633333333334,999.6975,2.510460251046194,9.95,42.9,6.549809157525126
50:46.4,21.8,1,2,166.125,63.975,28.95,5.4,0.5,0.6,0.0,0.337,5.99,2.94,8494.58,36.59,0.451474,0.469337,0.795967,141.57633333333334,1004.4075,3.4682080924854755,9.99,43.58,6.601514977639602
50:46.6,21.8,1,2,166.25,64.325,29.2,5.425,0.5,0.6,0.0,0.337,6.0,2.95,8494.58,36.59,0.452472,0.46985,0.973832,141.57633333333334,1009.9025,2.479338842975154,10.0,43.94,6.62872536767062
50:46.8,21.7,1,2,166.2,64.175,28.425,5.425,0.5,0.6,0.0,0.337,6.01,2.96,8426.17,36.65,0.452472,0.46985,0.973832,140.43616666666668,1007.5475,3.409090909090837,10.03,44.26,6.652818951391959
50:47.0,21.7,1,2,165.875,63.425,21.875,5.55,0.5,0.4,0.0,0.337,6.02,2.97,8426.17,36.65,0.452472,0.46985,0.973832,140.43616666666668,995.7725,3.157894736842038,10.1,43.94,6.62872536767062
50:47.3,21.8,1,2,166.125,59.9,20.225,6.05,0.5,0.4,0.0,0.337,6.03,2.98,8504.42,43.98,0.452472,0.46985,0.973832,141.74033333333333,940.43,2.068965517241519,10.14,44.84,6.696267617113283
50:47.6,21.7,1,2,165.95,59.325,20.475,6.85,0.4,0.4,0.0,0.337,6.04,2.99,8504.42,43.98,0.452472,0.46985,0.973832,141.74033333333333,931.4025,1.9108280254776664,10.17,46.46,6.816157275180789
50:47.9,21.7,1,2,164.775,59.075,20.5,7.225,0.4,0.5,0.0,0.337,6.05,3.0,8550.57,44.02,0.452472,0.46985,0.973832,142.5095,927.4775,2.34375,10.22,45.88,6.77347768875044
07:42.2,24.5,0,3,149.65,30.675,34.075,4.875,0.4,0.5,0.044,0.319,6.85,0.75,7416.39,7.32,0.434918,0.460666,0.464452,123.6065,481.5975,8.517350157728693,10.53,34.04,5.834380858325929
07:42.3,24.5,0,3,149.75,30.7,33.95,4.85,0.4,0.6,0.044,0.319,6.86,0.76,7416.39,7.32,0.434918,0.460666,0.464452,123.6065,481.99,6.451612903226242,10.34,33.34,5.7740800133008205
07:42.4,24.5,0,3,149.85,30.775,33.95,4.925,0.4,0.6,0.044,0.319,6.87,0.77,7416.39,7.32,0.434918,0.460666,0.464452,123.6065,483.1675,15.384615384615056,10.37,34.72,5.892367945062494
07:42.5,24.5,0,3,150.1,30.85,34.0,4.875,0.4,0.6,0.044,0.319,6.88,0.78,7416.39,7.32,0.434918,0.460666,0.464452,123.6065,484.345,6.741573033707722,10.29,33.3,5.770615218501403
07:42.5,24.5,0,3,150.375,30.9,33.85,4.9,0.4,0.6,0.044,0.319,6.89,0.79,7416.39,7.32,0.434918,0.460666,0.464452,123.6065,485.13,13.33333333333305,10.29,29.92,5.469917732470938
07:42.6,24.5,0,3,150.75,30.825,33.925,4.925,0.4,0.6,0.044,0.319,6.9,0.8,7416.39,7.32,0.434918,0.460666,0.464452,123.6065,483.9525,7.792207792208318,10.27,29.4,5.422176684690384
07:42.7,24.5,0,3,151.025,30.85,33.95,4.925,0.4,0.6,0.044,0.319,6.91,0.81,7416.39,7.32,0.434918,0.460666,0.464452,123.6065,484.345,7.228915662650448,10.14,27.1,5.205766033928148
07:42.7,24.5,0,3,151.2,30.85,33.725,4.925,0.4,0.6,0.044,0.319,6.92,0.82,7547.86,14.63,0.434918,0.460666,0.464452,125.79766666666666,484.345,7.594936708860597,10.04,33.5,5.787918451395113
07:42.8,24.5,0,3,151.275,30.85,33.575,4.925,0.4,0.6,0.044,0.319,6.93,0.83,7547.86,14.63,0.434918,0.460666,0.464452,125.79766666666666,484.345,15.384615384615056,9.97,36.8,6.06630035524124
07:42.9,24.5,0,3,151.4,30.8,33.6,4.925,0.6,0.6,0.044,0.319,6.94,0.84,7547.86,14.63,0.434918,0.460666,0.464452,125.79766666666666,483.56,5.042016807,10.02,34.28,5.854912467321779
07:42.9,24.5,0,3,151.4,30.775,33.475,4.925,0.6,0.6,0.038,0.319,6.95,0.85,7547.86,14.63,0.434918,0.460666,0.464452,125.79766666666666,483.1675,15.384615384615056,9.96,36.04,6.003332407921453
